Gene,DiffusionScore
ITGA6,8.274622742230044e-05
GIT1,8.267648466804548e-05
NEUROG3,8.267159934991077e-05
SNTB2,8.26441219591119e-05
EPHA5,8.262616947444918e-05
LYPD3,8.262345911055507e-05
PPP3CA,8.261642143128158e-05
KDR,8.259401104045275e-05
AHCTF1,8.258328654304686e-05
TBX5,8.258292150036946e-05
RRP1,8.257041437671564e-05
UTP3,8.255183646938829e-05
SDC2,8.252963157892629e-05
PTPRS,8.248784146181914e-05
COX14,8.248544080250936e-05
UBE2K,8.24695035643998e-05
WDR48,8.246124279165143e-05
BCL2,8.243981423798518e-05
ACPP,8.242888100698522e-05
GLE1,8.241449637041406e-05
ZNF587,8.240602501705311e-05
DHRS7,8.237797775189983e-05
EFEMP2,8.236253619910612e-05
RFXANK,8.231274275147905e-05
PFAS,8.228847309448459e-05
HIST1H2BO,8.228757109005928e-05
GPR35,8.228492813329717e-05
PPM1A,8.227840456908516e-05
ZC3H4,8.227752369765852e-05
CLCN7,8.226910912883522e-05
ANKRD46,8.225339391027904e-05
ITSN2,8.224471511255609e-05
TMEM199,8.223400170068672e-05
ROCK2,8.222966934787227e-05
USP19,8.222196513196843e-05
PPME1,8.221824125455123e-05
ANAPC1,8.221550663335625e-05
GPIHBP1,8.220118969208931e-05
UBA6,8.21943041283701e-05
LRRFIP1,8.219400608879048e-05
PYGB,8.217743158411183e-05
ASIC4,8.213238123053877e-05
NUP188,8.212889350950316e-05
FAM83B,8.210461254099088e-05
ELOVL4,8.20961265708745e-05
CALR3,8.208868963521503e-05
ZNF263,8.20827473076683e-05
FPR1,8.207449442147943e-05
CEP89,8.204546793853206e-05
ESF1,8.202047034906187e-05
STRN3,8.201785277490624e-05
PITRM1,8.201694909723393e-05
GLP1R,8.20018157505312e-05
SCGB1D1,8.199948255973689e-05
MRPL30,8.199229496428462e-05
FBXO38,8.195831363892633e-05
HMOX1,8.195781977122108e-05
ZW10,8.19523230125874e-05
TYK2,8.19438136397714e-05
LLGL1,8.193896808581084e-05
AGO3,8.185283746034365e-05
HOMEZ,8.185202456726145e-05
GHITM,8.184260522691582e-05
MBD2,8.181918448994036e-05
NDUFA10,8.181201610726287e-05
CST1,8.173304106761805e-05
PIP5K1A,8.16736368300155e-05
PIGS,8.165008348961609e-05
NDUFAF1,8.16085764766964e-05
MRPL48,8.155003436140136e-05
PKMYT1,8.152804567638886e-05
NAV1,8.151170040360073e-05
ULK1,8.148735955865703e-05
IFT20,8.147380658161696e-05
PHLDB2,8.144988718753894e-05
GOLM1,8.142057086517377e-05
YPEL3,8.140286560954134e-05
ZCCHC8,8.140149157444001e-05
PTPRD,8.137958100908169e-05
HERC1,8.137146685129322e-05
SEPT10,8.134742005752553e-05
TNFRSF1B,8.133402195430493e-05
PTPRO,8.13196354455972e-05
POLR2D,8.127908261002362e-05
ACTN2,8.12759908556687e-05
FDFT1,8.125680031342005e-05
RABGEF1,8.12547860898718e-05
CHD7,8.124541588044171e-05
KIF13B,8.121001483443608e-05
C18orf8,8.116860489632718e-05
CTNNBL1,8.115337974910654e-05
DLG4,8.114587637475842e-05
ZBTB38,8.111451402593386e-05
SEC22A,8.108529009477902e-05
OSGEP,8.10271522253281e-05
USP33,8.102150692627146e-05
KIF7,8.097438723852322e-05
PHC2,8.09703809832372e-05
DNAJC13,8.089104855006574e-05
DUSP22,8.08671068427974e-05
LRP2,8.086189035061458e-05
PKN1,8.08452436995231e-05
C3,8.08424777395106e-05
TRMT2A,8.080581588839387e-05
ARID5A,8.077988047819995e-05
RNF7,8.074867129141058e-05
TTF2,8.07306675093048e-05
LARS2,8.069833116742094e-05
HAL,8.068513448133201e-05
TMEM25,8.067268379495844e-05
EPHB4,8.066030874556648e-05
EXOC3,8.06288459198988e-05
IQGAP3,8.061976326567776e-05
CHAMP1,8.058813138033758e-05
SLC12A7,8.058468418987315e-05
ACADM,8.0547933512206e-05
RPRD2,8.052095608887834e-05
HIST1H2BN,8.048887706417039e-05
BCCIP,8.043388287476664e-05
RAP1GDS1,8.04215998839068e-05
RNF181,8.037166771785901e-05
STX18,8.033464016620456e-05
SERPINA1,8.029733701634939e-05
S1PR4,8.029278740076312e-05
PRKY,8.02833082246392e-05
KAT7,8.02610385427772e-05
PAIP1,8.021980892417465e-05
ZNF48,8.019804041884261e-05
DPPA4,8.019015662501808e-05
TRIM36,8.019003103948185e-05
MAB21L2,8.017049429179516e-05
ANTXR1,8.012512944345188e-05
NUPL2,8.008011754995854e-05
FAM91A1,8.006674668950945e-05
RAB3GAP2,8.006396046039299e-05
MAPK7,8.004837359304146e-05
CYP51A1,8.00420780098993e-05
SHFM1,8.000791813953065e-05
PARN,7.999770192035233e-05
HIST1H2AJ,7.996684434149844e-05
RNF115,7.996564097534135e-05
ATP5L,7.995434837165512e-05
INTS3,7.994289248903519e-05
QRICH1,7.993497117432767e-05
PFN2,7.993017349446738e-05
PER2,7.991333905980467e-05
SNX9,7.99129821585238e-05
CTSS,7.990694111953585e-05
APOO,7.990250055557623e-05
PIP4K2C,7.98916038194373e-05
LRRC15,7.988880628228225e-05
SPINT2,7.983827666686622e-05
NR2F2,7.981164680249798e-05
ACSL4,7.9810962240872e-05
TOX4,7.97729760082069e-05
LGALS7,7.976735697945893e-05
TMEM30A,7.975526833798121e-05
ALDH2,7.973851235129087e-05
CDR2,7.973468036726943e-05
APOBEC3D,7.97158297567728e-05
KRTAP12-2,7.970174425367585e-05
NUFIP1,7.968935693934745e-05
TGFBR1,7.968764463000993e-05
GLUL,7.965544048390229e-05
ARHGAP32,7.964755347747276e-05
LINC01554,7.964680413865093e-05
YARS,7.961380040288214e-05
GDI1,7.956237572299516e-05
ZNF609,7.956225760618571e-05
POLR2F,7.955618240483456e-05
ATP6V0C,7.952261803214281e-05
OMA1,7.952213304819979e-05
BRD8,7.951772357436701e-05
MYBL2,7.9511031091388e-05
EEF1A1P5,7.9464451040439e-05
AHCYL2,7.945243158946276e-05
EXOC1,7.938962766027036e-05
FARS2,7.937280392688654e-05
DAZL,7.935066774965368e-05
BIK,7.930581504245552e-05
SCAF4,7.926768235077483e-05
PURB,7.926320183730733e-05
NDUFA6,7.924840628944113e-05
NFIB,7.922174903229618e-05
VPS37C,7.921869744513002e-05
SPERT,7.921081248763584e-05
RNF126,7.910348831015906e-05
RASA1,7.908939642120756e-05
TMEM67,7.907424769089287e-05
TBL1X,7.907206241290215e-05
SCD,7.905122088312494e-05
HM13,7.903647465441013e-05
PLIN3,7.902330892628288e-05
WNK1,7.902155928730282e-05
CCNDBP1,7.896707186900123e-05
NEFL,7.896255273579897e-05
ASPM,7.8954416087031e-05
VRK3,7.893688756290531e-05
DDB2,7.888706421323475e-05
CBR1,7.887959097309822e-05
CDCA5,7.887651227153248e-05
PTPN12,7.878851234111318e-05
ATP6V1H,7.878522959409397e-05
WDR33,7.876708191887935e-05
NARS,7.876399727421002e-05
CNOT10,7.872015778778569e-05
AP1G1,7.871003498310098e-05
FAM46C,7.868633223341676e-05
SPECC1,7.866251578592839e-05
DNAJB4,7.865782555255495e-05
KAL1,7.864488052877488e-05
MAD1L1,7.863646024577199e-05
HABP4,7.856652296952505e-05
MAGEA11,7.855329294043384e-05
JAK2,7.854513039761599e-05
ZMYM3,7.84544553496757e-05
SORL1,7.844011252379393e-05
ZZZ3,7.84378850930355e-05
AHR,7.843553097504103e-05
STIM2,7.843032336226689e-05
IVL,7.842818585208493e-05
GPS2,7.841582199422255e-05
TTC9C,7.839671858316938e-05
ZNF460,7.83954328732757e-05
TET2,7.837224063730373e-05
ADD3,7.831526679923923e-05
ARG1,7.8304018791046e-05
NOL12,7.828279100731121e-05
POTEE,7.82571220350204e-05
PTPRA,7.82488711938924e-05
FFAR2,7.824087206354248e-05
NUDT19,7.821971193423404e-05
PKP3,7.821880847400607e-05
TMEM132A,7.821758616943356e-05
SUGP1,7.821303410439425e-05
GIT2,7.820401351158138e-05
MFN2,7.820287834272919e-05
UBE2S,7.817127543755439e-05
EIF2A,7.816884766212299e-05
GOSR2,7.816285854986038e-05
TNRC6C,7.81462610982494e-05
HEY1,7.814189665987868e-05
LAMB1,7.814078368844867e-05
PKP1,7.811875094884239e-05
PPHLN1,7.811045784888723e-05
FAM83H,7.810928094577944e-05
GOLPH3,7.808889240473673e-05
COL8A1,7.80852593674701e-05
USP53,7.804715059401582e-05
CLUH,7.803481779344352e-05
GNAI1,7.803040790015221e-05
TADA3,7.798495417005065e-05
SLU7,7.797107376367535e-05
TM9SF3,7.7919402411388e-05
HIST2H3PS2,7.789417896277705e-05
OLA1,7.78602175872995e-05
SRP54,7.785845282765867e-05
CFC1,7.778528929458865e-05
P4HA2,7.776674143675116e-05
SLC25A24,7.774747000644545e-05
IGFBP5,7.774123197925728e-05
TARS2,7.771373875260791e-05
POLR1D,7.770004743250658e-05
CDC42BPA,7.769942023331938e-05
TXNDC12,7.769902810323728e-05
NCOA6,7.769755539618808e-05
HSPB2,7.769286759832788e-05
MICALL2,7.766345103233604e-05
TLX2,7.765649588362491e-05
SNX5,7.765568009176539e-05
ARFIP1,7.763018470338639e-05
ARL4C,7.762019231243137e-05
ALPP,7.760726131791287e-05
CCDC53,7.760175114642596e-05
RNF219,7.757349641031368e-05
ZWINT,7.75613033472783e-05
VTA1,7.754907933241698e-05
PIGR,7.750391767998458e-05
SCAMP2,7.750215632797942e-05
HDAC7,7.748826924974839e-05
PARD6B,7.747656702586107e-05
NAF1,7.747499947848038e-05
PPAN-P2RY11,7.746977344579892e-05
SLC10A1,7.745229073506947e-05
COPS7B,7.744526792720138e-05
TCF20,7.743849069194922e-05
ZBTB47,7.741248508511544e-05
LAMTOR3,7.72907144151123e-05
NES,7.728171913305189e-05
PLK4,7.725789470025489e-05
BCKDK,7.725714872451378e-05
NDUFA13,7.725691929300356e-05
SLC38A1,7.725543244316088e-05
CSTA,7.724571151727412e-05
DGCR14,7.724465389459855e-05
NVL,7.724425679081087e-05
PABPC5,7.717403338040902e-05
DNTTIP2,7.716630994060825e-05
NFS1,7.716299421236455e-05
NTPCR,7.709870237558476e-05
CSNK1G3,7.70969111657961e-05
AGPAT6,7.709412331719053e-05
STRN,7.708989978129605e-05
CASC3,7.707097133538992e-05
SPEN,7.705142624232799e-05
PLAUR,7.702885358647262e-05
NAB2,7.702492740885193e-05
MRPS15,7.698341689340416e-05
YIPF5,7.697385781372502e-05
TNFRSF10A,7.695867940886396e-05
CPSF3,7.692564755249417e-05
SYNJ2BP,7.69192670132555e-05
ATP6V0A2,7.69126306039147e-05
FOXQ1,7.68803276437796e-05
TRPS1,7.687273040546362e-05
WASF2,7.686760749573616e-05
TMED2,7.686153550830828e-05
MTNR1B,7.684577221647525e-05
CFH,7.68111235448626e-05
PHF10,7.680213568480814e-05
C15orf48,7.675781476027095e-05
EML4,7.670838249680152e-05
LARP1B,7.667219172778194e-05
ABCB7,7.665209523648275e-05
VPS51,7.659589845123424e-05
CATSPER1,7.656345035262316e-05
TBCD,7.655196704458611e-05
MAGEA3,7.650451446472252e-05
LURAP1,7.650354878334853e-05
ANKRD26,7.650160796389104e-05
IGKC,7.647551662704116e-05
HTR2C,7.64661543841032e-05
CBLN4,7.645967962470719e-05
NCOA1,7.645710994037223e-05
DENND4C,7.645155823995965e-05
PNPT1,7.642698047323062e-05
YIPF6,7.64229643380711e-05
IL5RA,7.63835334882775e-05
CYB5A,7.636976142104606e-05
GNG8,7.63558651331126e-05
DCAF11,7.632430066568092e-05
TUBA3C,7.627296068501917e-05
SLC38A2,7.625918692210121e-05
MAGI1,7.625884022687655e-05
SLC4A2,7.625374774817393e-05
SLC12A4,7.624578874517636e-05
FAM60A,7.62218910065356e-05
MALAT1,7.620050130119256e-05
IMPDH1,7.617511284175251e-05
TCF12,7.616704133653702e-05
ARL4D,7.613589156290384e-05
EHBP1,7.612106566549322e-05
TRIM52,7.611711154064336e-05
TELO2,7.607368540487611e-05
HTATSF1,7.606830150141271e-05
ANO6,7.604758395604086e-05
PNKP,7.603496426528686e-05
PPP1R18,7.60242452851303e-05
ARL6IP1,7.60240218806768e-05
COPZ1,7.602336680363006e-05
PUS7,7.601126587105666e-05
SEH1L,7.600602603120636e-05
PPA2,7.599756470466603e-05
IFT74,7.599716039504539e-05
HLTF,7.598156610817957e-05
SAE1,7.596772062122553e-05
RSPH1,7.596554219057427e-05
UQCRH,7.596369968126334e-05
SH3GL3,7.596013515028427e-05
TUBB1,7.595175072387231e-05
HMGA2,7.595004204941486e-05
CDC42EP1,7.594154035419156e-05
UACA,7.593303258905515e-05
LOC102724334,7.590682378574249e-05
CNTNAP3,7.5905603715333e-05
TAP1,7.590351525678098e-05
CPEB1,7.589693510739884e-05
EIF4G3,7.589148287741967e-05
ZDHHC12,7.588923802440678e-05
CHCHD4,7.588882387782915e-05
TOE1,7.587199842850153e-05
IL13RA2,7.584250728882917e-05
ERLEC1,7.583036922353792e-05
PASK,7.581633406493813e-05
ZBTB48,7.580612636483064e-05
YIF1A,7.578229097161032e-05
VKORC1,7.575567370816212e-05
ENO2,7.573857361322864e-05
CDKN2AIP,7.572432255849594e-05
TOMM70A,7.566807945282127e-05
FARP1,7.566335290495699e-05
CNOT7,7.566099202358935e-05
HRNR,7.565593279812008e-05
NDUFB10,7.560923100031468e-05
HAUS5,7.55992215443421e-05
PNKD,7.55937640530277e-05
CLASP2,7.556447905144774e-05
WDR11,7.55428262160494e-05
ZZEF1,7.553486426369722e-05
NUP85,7.550230258489549e-05
ALAS1,7.548573096420491e-05
ANAPC5,7.547912494921043e-05
TMEM201,7.545804252821636e-05
GRK6,7.545796986984511e-05
NDUFB9,7.545165043804947e-05
CLPTM1,7.54505746723713e-05
CPS1,7.544837139334643e-05
ZBTB1,7.54185596230575e-05
ZNF148,7.539416356926518e-05
RBM27,7.537798335500174e-05
CLIC4,7.536789373171855e-05
EIF4G2,7.536547138509671e-05
ECM1,7.531750856386657e-05
PPP4C,7.5305868451988e-05
FOXB1,7.528032358918237e-05
ATG5,7.526858114831674e-05
ZFP91,7.526290677667535e-05
RNF5,7.524715011783433e-05
HMBOX1,7.524586310692926e-05
WDR41,7.524085832460858e-05
GABRA1,7.517869100915779e-05
EIF2B4,7.516383681125416e-05
RABAC1,7.514017962326558e-05
IGHG2,7.512884514641226e-05
LRFN1,7.510384018514576e-05
TACSTD2,7.509224837379784e-05
INA,7.508211974075646e-05
NOL9,7.507094352591839e-05
CNDP2,7.505562690335068e-05
KRT6B,7.503649441984212e-05
PUS1,7.500628336037995e-05
ITFG3,7.500236901515292e-05
SOX15,7.49875367270552e-05
IGLL5,7.497875680750176e-05
MYEF2,7.495774775527566e-05
VDR,7.49334602542811e-05
CDKN1B,7.491179238699542e-05
IGHA1,7.490771901144514e-05
PUM2,7.487078729549154e-05
SCO2,7.486601426309056e-05
LLPH,7.486361905520264e-05
GTF2F2,7.485033061818641e-05
ZNF250,7.484974195813337e-05
NUP88,7.483733690378532e-05
BID,7.47726196944693e-05
DAG1,7.476528352009551e-05
ITGB5,7.473280666337381e-05
TCHP,7.471803483754685e-05
TMBIM6,7.469265067721356e-05
SSMEM1,7.468979187784875e-05
URI1,7.468929018706415e-05
MAU2,7.468282687340327e-05
SUPV3L1,7.465740487061937e-05
HLA-DRB1,7.462195184258608e-05
KMT2C,7.459807137259187e-05
EIF2B1,7.459665592893862e-05
MYO10,7.458340697393796e-05
KIAA0391,7.457517226807259e-05
SIN3B,7.456945492311541e-05
BLZF1,7.456854502661888e-05
ETF1,7.456583594160478e-05
BLMH,7.456293576905261e-05
SMAD9,7.453467291338714e-05
SYP,7.451654008759099e-05
SF3B5,7.447655978694013e-05
ZDHHC15,7.44456813375411e-05
DAZAP1,7.444080798752565e-05
RAB18,7.441927003430436e-05
UPF3B,7.440539432759705e-05
ARMCX3,7.438691351855337e-05
TLE2,7.438627195752284e-05
IRF3,7.437717534505161e-05
LRP6,7.437605951346641e-05
PLD2,7.436972703274957e-05
WDR12,7.434235714516731e-05
SLAMF1,7.43242653658479e-05
KIF3A,7.431952383419772e-05
SH3BP4,7.43125764415404e-05
SUDS3,7.430419881246329e-05
CEACAM8,7.429033030011537e-05
A2ML1,7.428766088811583e-05
C12orf74,7.427647787492106e-05
SCAF1,7.426708200061916e-05
ZNF318,7.426585817719242e-05
BTAF1,7.425361622239681e-05
TRIM56,7.42529331151409e-05
LAMC1,7.422762419937149e-05
CERCAM,7.415726251014996e-05
TALDO1,7.414916902977412e-05
CARD10,7.413677061830651e-05
ARHGEF1,7.413134691438154e-05
C11orf30,7.410394005347616e-05
SYT2,7.40984043716529e-05
CDK18,7.408534984146131e-05
C19orf52,7.407834747107147e-05
PITX1,7.407744025943305e-05
GNA13,7.404541927652348e-05
MAP3K5,7.403583061626939e-05
FAM189B,7.402804788883317e-05
NCR3,7.401082112277786e-05
MTR,7.401008583874561e-05
ARFGEF2,7.400410513838448e-05
FASTKD3,7.400125385954647e-05
GBA,7.39763453665323e-05
C7orf34,7.392940462903529e-05
RABL6,7.386243730327923e-05
LYPD4,7.385703867479416e-05
CYB5R1,7.384936793399663e-05
PSME2,7.384299836123512e-05
NTRK2,7.37720554516213e-05
S100A4,7.375991773075723e-05
GABPA,7.374672075036053e-05
CASP3,7.372962924159049e-05
FBLN1,7.372121857428982e-05
TPTE,7.371797377499395e-05
ACACB,7.371503929768567e-05
PRKAR2B,7.36685840279642e-05
SMCR8,7.365230887108967e-05
TMEM74,7.363475528876398e-05
AGK,7.362836493246434e-05
PCCA,7.35382636719849e-05
EXOC5,7.353586191537048e-05
ISY1,7.352290716192496e-05
LLGL2,7.351794524989858e-05
AVPR2,7.351263062667418e-05
ATP5D,7.346674229711556e-05
LYZL1,7.346043462442928e-05
CCDC14,7.345367078298759e-05
CSTF3,7.343008407136769e-05
KLHL22,7.342545473551602e-05
CEP164,7.34143633486141e-05
PDCL,7.340853728506895e-05
GABARAP,7.339330092104928e-05
DHFR,7.339219069082208e-05
GPR42,7.338582406781978e-05
FAM3C,7.335272417698356e-05
TINF2,7.3342019741515e-05
SLC4A1AP,7.332444643485025e-05
MRPS18A,7.33068830045246e-05
EPB41L4A,7.324503698397585e-05
PLS1,7.32303023093907e-05
PAPD5,7.317946596932602e-05
SH2D4A,7.316074943668415e-05
ECE1,7.3153681733073e-05
ZC3HC1,7.314995554845803e-05
GTPBP10,7.313709655517823e-05
HSP90AB4P,7.308190797246386e-05
R3HDM2,7.307878676163678e-05
UBE2E3,7.306909657920964e-05
KHDRBS2,7.305905380270043e-05
ERP29,7.305473512201237e-05
TUSC5,7.304493371900431e-05
IGHM,7.304090117789356e-05
WIBG,7.301056946810728e-05
DCTN4,7.299425046119936e-05
H2AFB3,7.294176512047521e-05
DNAJC17,7.291089207664396e-05
KCTD17,7.290834227175202e-05
NKAP,7.290622187743245e-05
SETD2,7.290143329413675e-05
MCL1,7.289325742736547e-05
EFNB2,7.286949494077494e-05
CDK16,7.28252955704098e-05
CAMLG,7.28231095085423e-05
POLR2M,7.282133711937025e-05
UBASH3A,7.280719603022632e-05
HOMER3,7.280211359330681e-05
ZKSCAN8,7.278133462731776e-05
MGAT5B,7.275804241776943e-05
PRKCE,7.271516053071222e-05
NCKIPSD,7.267802572729724e-05
NDUFAF2,7.267681415586856e-05
RAB6A,7.267091618082354e-05
UTP18,7.26705798420489e-05
DNASE1L1,7.266423388638547e-05
UHRF2,7.263336045880009e-05
DDR2,7.26277290454146e-05
NRBP1,7.261597072639209e-05
ANKRD13A,7.261245860710585e-05
EXOSC9,7.258379277129239e-05
PPIL1,7.256098666605975e-05
CETN2,7.253250080239135e-05
HOXB9,7.252802007096995e-05
KIAA0430,7.251244173130296e-05
SENP1,7.247851308219678e-05
IDS,7.245948676875464e-05
TPST2,7.244540637000088e-05
SLC12A6,7.243675941001654e-05
CCDC85C,7.243578000625801e-05
IL7R,7.24332065555875e-05
PWP2,7.242983335952145e-05
VPS45,7.241433759204061e-05
INSIG1,7.237225636176036e-05
EPS15L1,7.232364431350108e-05
EXOC7,7.232016035270857e-05
SLMAP,7.230230337450394e-05
HOXC8,7.22973073970254e-05
MED14,7.22858468468832e-05
MME,7.227789693235011e-05
GPR89A,7.22675029758728e-05
OVOL2,7.225397006676575e-05
NOM1,7.223044479394436e-05
SPSB4,7.222174722288457e-05
CKAP2,7.22159272987408e-05
URB1,7.221024361407618e-05
POLA2,7.220657861568799e-05
TEAD2,7.220384337883545e-05
FDPS,7.219328068956483e-05
MLF2,7.219255028908866e-05
SPCS3,7.21389881285287e-05
ETV3,7.212408018299165e-05
EIF2B2,7.211535304691555e-05
SLC39A6,7.208765995548124e-05
UBE4B,7.20333517776298e-05
PAX9,7.202826120209286e-05
MGST1,7.19721235094797e-05
PTCD1,7.195222582368472e-05
AP3S1,7.191730282654403e-05
SRSF12,7.191232762927314e-05
BMP4,7.189211213155165e-05
BRI3BP,7.18825217478398e-05
ZBTB7A,7.186919653227437e-05
TBC1D4,7.176474068586117e-05
RBM26,7.174315997650034e-05
CRMP1,7.174198625349458e-05
GNL3L,7.173054165273289e-05
MYH11,7.172703768644244e-05
THEM6,7.170983388888961e-05
GPRASP2,7.16990675376945e-05
TMEM120B,7.16967315943342e-05
BUB1,7.16958758682824e-05
BNIP1,7.168516858768243e-05
RRM1,7.16713927254118e-05
RBM5,7.166331719352489e-05
SCAF11,7.164364340324215e-05
PLP1,7.1642095043961e-05
COA7,7.163598455392313e-05
ARFGAP2,7.156688908755424e-05
HLA-G,7.156082481636005e-05
ADIPOR2,7.152698574577088e-05
POLE,7.150445262772749e-05
CDSN,7.149979676612019e-05
LAMB2,7.14742171638761e-05
NDUFB8,7.146915687141036e-05
ARFGAP1,7.145336694637889e-05
KIF22,7.141983102619857e-05
SYCE1,7.140395650595375e-05
EYA2,7.138475324195396e-05
SIPA1L2,7.135557955687037e-05
SCAP,7.134102248230118e-05
HLA-DPA1,7.134051917138205e-05
SLC22A9,7.132777816029593e-05
FECH,7.130504783555414e-05
MAST3,7.129997919349968e-05
COMMD1,7.127819288593469e-05
GAS8,7.126895981336326e-05
TEKT4,7.121246331508539e-05
RAB11FIP1,7.119721368185154e-05
BRK1,7.118237691326413e-05
CCDC155,7.117037393559229e-05
RAB5B,7.116899233903204e-05
RPLP0P6,7.116889272706711e-05
PACSIN3,7.116130216943695e-05
TRPM7,7.114034467623063e-05
ATPAF1,7.107467554350834e-05
LPAR2,7.106966015503434e-05
STBD1,7.106172579108515e-05
ANP32A,7.103782914531757e-05
FKBP3,7.102758979504928e-05
NFKBID,7.100349917570874e-05
LCA5,7.100073023042695e-05
EDN3,7.098125981898007e-05
LRP10,7.097336784832267e-05
PLXNA1,7.095459814977518e-05
VPS29,7.093257639629876e-05
BAIAP2L1,7.092008872131387e-05
ERO1L,7.09131937425185e-05
EMC3,7.090675515907499e-05
LPCAT1,7.090436126737055e-05
DUSP6,7.089359605700008e-05
GID8,7.089289559114234e-05
MARCKSL1,7.082219420136772e-05
USP1,7.082215898419825e-05
EFEMP1,7.081342186185056e-05
HAUS8,7.080551628243253e-05
DAB2,7.079648073154265e-05
NDUFB5,7.07832151217161e-05
NEK2,7.076528576443938e-05
RDH11,7.0649840600714e-05
CMSS1,7.059964021862729e-05
LAT,7.059789603372004e-05
HAUS2,7.059507924193938e-05
BRMS1L,7.059217031472216e-05
UBE2D4,7.058923186962936e-05
DCTN3,7.058501723168292e-05
PCBP3,7.058261131197905e-05
CPLX4,7.057692662792848e-05
KIRREL,7.056914464744666e-05
TTC4,7.056300352374229e-05
GNB4,7.056083725748824e-05
HFE,7.055937060436587e-05
KIAA2013,7.05189631989941e-05
TXNDC9,7.04801644889937e-05
TMEM206,7.047224575027341e-05
RPS6KB1,7.047022612757984e-05
EAF1,7.046667743965004e-05
ZCRB1,7.04049709211861e-05
ANAPC4,7.039818289991623e-05
MYB,7.037626204545098e-05
H2AFJ,7.035931590285477e-05
MPZL1,7.033954147832746e-05
LMF2,7.032761985935455e-05
EHD4,7.031666320549624e-05
ANAPC15,7.030816051933496e-05
TRIOBP,7.028146974544817e-05
ZNF622,7.026226399921568e-05
MAP7D3,7.026005349806912e-05
EDEM3,7.021729014700615e-05
DVL1,7.021591472984766e-05
FAM21A,7.018010304800761e-05
ZBTB33,7.016086803578342e-05
L3MBTL3,7.014435781209392e-05
ZNF688,7.013677726253041e-05
WRAP73,7.012393054984191e-05
RNGTT,7.011778970291784e-05
DERL2,7.011359997497163e-05
COL1A1,7.010121590755182e-05
RPF1,7.008809869794848e-05
HSPA13,7.00632830672732e-05
TARBP2,7.00601767506733e-05
APOBEC3B,7.003504286093614e-05
FAT1,7.001506223857669e-05
HS2ST1,7.000199415790381e-05
KRTAP19-7,6.999980833825945e-05
ZIC1,6.99989285621183e-05
TTC19,6.99886346077148e-05
DCAF10,6.998860933959885e-05
RABGAP1L,6.99874758775419e-05
ADIPOQ,6.998325055850877e-05
RUNX1T1,6.998285358565472e-05
VSIG8,6.998087272443505e-05
PTGER3,6.996060978644394e-05
NOP9,6.995685112394151e-05
PRMT3,6.99318238444043e-05
POLR2I,6.9919416430996e-05
PNO1,6.990277349879638e-05
RGS20,6.988442049515042e-05
KCNA2,6.98770524082278e-05
GATAD1,6.986488086395409e-05
OSBP,6.982784421815341e-05
SAMD1,6.982224405481539e-05
PTH2R,6.982027095349173e-05
DTNA,6.980157350953755e-05
SP110,6.975840076804462e-05
FUT8,6.975421875877341e-05
GSG2,6.974469946835714e-05
KDM5C,6.972912625453952e-05
BRCC3,6.97234880020084e-05
TMEM86B,6.971566077599208e-05
ACADVL,6.961814584978757e-05
POC1A,6.959629708416815e-05
UBIAD1,6.95923766988799e-05
SSFA2,6.95854359403202e-05
ZNF768,6.957572735831164e-05
DSC1,6.957195079507256e-05
MRPL55,6.955411189116267e-05
ATXN10,6.955145071266723e-05
PFDN4,6.953705377682058e-05
MRPL51,6.953618653593728e-05
TAF2,6.953146768763372e-05
IDH1,6.950780562582629e-05
MLLT1,6.949732751949972e-05
PAX7,6.948238710699327e-05
BOD1L1,6.947789182460844e-05
HSDL2,6.947399379698941e-05
PLD1,6.944089919373672e-05
EIF2B3,6.943366808408085e-05
STXBP1,6.942694441659363e-05
HECTD3,6.93779398970402e-05
ARID3A,6.934495950686856e-05
CCDC138,6.93363493238671e-05
GCC2,6.933333322801232e-05
MTX1,6.9331627903339e-05
SLAIN2,6.932056229443728e-05
GAA,6.930037255011252e-05
EEF1E1,6.929511271925475e-05
CDC25A,6.927888154423387e-05
TMEM2,6.926801906035235e-05
SH3PXD2A,6.925429757598309e-05
C10orf2,6.925163913579732e-05
AARSD1,6.918762816706047e-05
NIPAL1,6.916789736716378e-05
MKLN1,6.914698349811736e-05
LIMD1,6.91379776624988e-05
CDK15,6.912994762968651e-05
BAZ1A,6.906008440973476e-05
SPATS2L,6.905977874753012e-05
NCBP2,6.905372111728193e-05
SREBF2,6.905321475937211e-05
CDC45,6.904295384654627e-05
CENPB,6.90337207797736e-05
PPM1H,6.903151933929424e-05
RIOK2,6.902814388600382e-05
MAPKAP1,6.897394660441317e-05
KLC4,6.896672200543384e-05
MMAB,6.895330763228365e-05
LPP,6.893178013065301e-05
BCL7A,6.892998473001661e-05
PJA1,6.890195741466707e-05
MAPRE2,6.888561713188798e-05
FRS3,6.887980403065662e-05
MGEA5,6.887839388478822e-05
LENG1,6.887695351704972e-05
SLC29A1,6.886667956064634e-05
AKT2,6.881711142457785e-05
PPIG,6.881255254310173e-05
EXOSC7,6.881016978121185e-05
ZMYND19,6.879050087612151e-05
GAB2,6.873012626872314e-05
MYL12B,6.871462993362204e-05
CHORDC1,6.871425660585178e-05
SULF2,6.869625212814809e-05
FHL1,6.869511447151523e-05
SAMD4B,6.867657576662819e-05
BCL2L14,6.865389404463045e-05
